lat,lon,jobs
53.41932984,-2.17043355,278
53.41178696,-2.16549528,345
53.40955336,-2.16410966,934
53.41259681,-2.16599724,539
53.41195643,-2.16110423,252
53.42547404,-2.16192185,266
53.42755409,-2.16420457,424
53.42614655,-2.16449601,250
53.35691799,-2.16595804,221
53.35640784,-2.16549987,235
53.35785245,-2.16599789,288
53.35942060,-2.16719670,223
53.50700426,-2.07634727,377
53.48797132,-2.08077418,755
53.48630237,-2.08775057,805
53.49072493,-2.10127384,712
53.48503569,-2.09510501,621
53.48082659,-2.12176996,1751
53.47692438,-2.10970102,227
53.47561385,-2.11132063,338
53.48784825,-2.09507898,202
53.48938024,-2.09656778,424
53.48852883,-2.09544331,306
53.48692862,-2.09355293,279
53.48855757,-2.09428740,388
53.48790614,-2.08975442,162
53.48878398,-2.09345358,218
53.48872464,-2.09072119,304
53.48939179,-2.08915956,354
53.48785304,-2.09260013,295
53.48922726,-2.09245243,407
53.49006450,-2.10209977,632
53.48726223,-2.09647200,215
53.48577094,-2.09998494,803
53.48859357,-2.09870827,306
53.47323709,-2.11272845,809
53.45926143,-2.11836043,771
53.45638461,-2.11571956,419
53.45594098,-2.11427153,172
53.45446349,-2.11342874,212
53.45509043,-2.11238068,421
53.45106554,-2.13438657,1043
53.45507012,-2.12637829,319
53.45258601,-2.12867842,214
53.45403014,-2.12655377,303
53.45512552,-2.12893498,321
53.45478955,-2.13262152,496
53.47987855,-2.14603349,214
53.47439275,-2.09686896,484
53.47199563,-2.10106842,276
53.46956361,-2.09684329,211
53.47003873,-2.10273016,428
53.46674500,-2.09431589,836
53.48434566,-2.09155369,614
53.48300644,-2.07225063,622
53.45200689,-2.07823016,218
53.45196684,-2.07985827,268
53.45247343,-2.07878984,280
53.45110381,-2.07795728,376
53.46155862,-2.08885993,428
53.46216927,-2.09132406,254
53.45424413,-2.09144657,219
53.45181838,-2.08199542,784
53.46311006,-1.99657237,242
53.39595791,-2.35188745,251
53.38766971,-2.34838221,202
53.38806038,-2.35019024,367
53.38656339,-2.35300646,315
53.38638115,-2.34962791,224
53.38468701,-2.35233584,259
53.38547999,-2.35037695,255
53.38668573,-2.35214415,264
53.38643829,-2.35076797,275
53.38843731,-2.35124450,272
53.38785903,-2.34927449,420
53.38904121,-2.34722191,839
53.38829411,-2.35722879,272
53.38949452,-2.34926217,405
53.38307104,-2.35198610,201
53.38374428,-2.35259516,426
53.38397142,-2.35054579,333
53.39615187,-2.37391437,688
53.39032244,-2.34752522,820
53.37778266,-2.34714368,216
53.37764761,-2.34636898,838
53.37856704,-2.34904356,270
53.37700803,-2.34600322,438
53.39881749,-2.36081651,203
53.39794227,-2.36762913,398
53.39737053,-2.35985554,514
53.39771037,-2.36422903,1000
53.39861973,-2.35723369,247
53.40002572,-2.36779770,250
53.39646483,-2.36383451,272
53.39984534,-2.35576651,665
53.40576660,-2.34887072,837
53.43163424,-2.39349423,206
53.42681612,-2.38111143,385
53.43061016,-2.40015495,615
53.43024779,-2.39744807,341
53.46615454,-2.33608783,728
53.46363358,-2.33824132,430
53.46737648,-2.33029432,390
53.46621235,-2.34900205,9547
53.46858936,-2.35560302,906
53.47259183,-2.32247994,1001
53.47148228,-2.31336912,886
53.46792783,-2.36144491,655
53.46807346,-2.31925157,257
53.47278951,-2.31202358,262
53.47246186,-2.32799373,524
53.47534916,-2.33483864,415
53.47264228,-2.34860634,516
53.47606557,-2.31775998,1667
53.46808034,-2.31279992,308
53.47457672,-2.33017947,383
53.47238985,-2.34313119,464
53.46678678,-2.34231293,697
53.47341663,-2.33770500,619
53.47688489,-2.32873796,458
53.47010674,-2.33277711,1851
53.45408966,-2.37067913,2086
53.44971732,-2.37109439,298
53.36931591,-2.31455475,362
53.45725799,-2.28736645,1825
53.45968466,-2.27632604,467
53.45948506,-2.28274094,992
53.45999793,-2.27704845,259
53.43241778,-2.31963618,287
53.42524647,-2.32694495,230
53.42587460,-2.32862671,416
53.42407392,-2.32788991,267
53.46169338,-2.32843993,729
53.46693739,-2.32334529,335
53.46593177,-2.32782485,378
53.46453817,-2.30732325,200
53.46599569,-2.29302767,438
53.46472866,-2.31069014,356
53.46638746,-2.29095599,346
53.46762972,-2.30408488,603
53.46466025,-2.30969927,314
53.47024938,-2.30884951,552
53.46882860,-2.29650318,332
53.46015024,-2.32084743,570
53.46188728,-2.32601285,466
53.46011528,-2.30825332,477
53.46112640,-2.31305998,555
53.46594599,-2.31663789,290
53.46239013,-2.31783157,880
53.46606051,-2.31024092,293
53.46467802,-2.32417795,1213
53.45722212,-2.31701842,740
53.46567277,-2.30103380,271
53.46618299,-2.30883030,267
53.46593732,-2.30557148,373
53.42375275,-2.32334071,245
53.42456560,-2.32235365,255
53.42021007,-2.33088891,209
53.42995385,-2.31222300,589
53.43190221,-2.31741037,559
53.42508807,-2.32349029,467
53.42541231,-2.32067684,213
53.42514438,-2.31999925,733
53.42601647,-2.32341547,294
53.42354673,-2.29397369,519
53.44652541,-2.30696003,291
53.44524530,-2.31078931,1130
53.46836055,-2.26855544,386
53.46646208,-2.26701341,515
53.46259377,-2.29103063,1718
53.46151442,-2.28633400,317
53.46492386,-2.27444236,354
53.46431840,-2.27551300,764
53.46245016,-2.27989697,3976
53.45925407,-2.28550152,838
53.45903310,-2.28748339,1762
53.46021907,-2.28360646,1337
53.44765129,-2.35232009,657
53.44982601,-2.35412998,596
53.45049375,-2.36091473,289
53.48670318,-2.63785040,654
53.48222422,-2.64008925,370
53.59399132,-2.64978118,859
53.50374045,-2.43692738,937
53.48676284,-2.45110262,238
53.49944760,-2.63832187,1369
53.49918051,-2.63386165,1101
53.53673740,-2.59035391,396
53.53621548,-2.57743450,460
53.53529125,-2.57958926,463
53.49955302,-2.52779648,1055
53.49137988,-2.50428793,542
53.48246625,-2.50324845,316
53.48423346,-2.50526912,1155
53.53716848,-2.62894904,735
53.54189120,-2.60253755,1283
53.49711416,-2.51750123,231
53.49776310,-2.51393426,412
53.49653251,-2.51715519,348
53.49594702,-2.51444346,391
53.49557235,-2.51609691,688
53.49448697,-2.51970892,474
53.49449851,-2.51084189,415
53.49569515,-2.51007298,251
53.49422167,-2.51167353,263
53.50491096,-2.51374721,1096
53.46966305,-2.59079265,1063
53.54075573,-2.64404973,572
53.54326484,-2.65087278,1197
53.54310585,-2.64714930,236
53.54517644,-2.65407629,977
53.54581895,-2.65604707,378
53.55575667,-2.66684900,416
53.55222365,-2.66702782,223
53.55304147,-2.67430411,538
53.55051272,-2.63095202,208
53.54867336,-2.62966616,484
53.54955830,-2.63006470,481
53.55024640,-2.62806354,224
53.54936258,-2.62733693,680
53.54513185,-2.62995717,2216
53.54716606,-2.63198243,199
53.54895498,-2.63378153,522
53.54415769,-2.62994418,375
53.54350630,-2.62988339,356
53.54602365,-2.63559313,229
53.54774876,-2.63359709,308
53.54642443,-2.62884049,1294
53.54525687,-2.63112612,463
53.54830287,-2.63219654,290
53.54522315,-2.63348408,331
53.54646794,-2.63152837,389
53.54879404,-2.63457896,849
53.54699466,-2.63508460,548
53.54458951,-2.63313645,522
53.51901207,-2.65651279,1717
53.55174868,-2.68472921,2521
53.52892068,-2.65823481,711
53.53336461,-2.65712380,526
53.53980519,-2.63570232,632
53.54344931,-2.64125848,247
53.54191738,-2.64209650,223
53.54181612,-2.63204319,244
53.54473861,-2.63872254,265
53.54058875,-2.63123502,203
53.54018425,-2.63145378,723
53.54251847,-2.63463989,260
53.54306656,-2.63899583,483
53.46967505,-2.28814093,710
53.46882047,-2.28370420,235
53.48355187,-2.25220089,2082
53.48266247,-2.25282740,440
53.42581322,-2.31671990,349
53.54499069,-2.09618183,675
53.54725875,-2.09564342,443
53.40243559,-2.15621845,438
53.51447971,-2.03956896,237
53.48249323,-2.05304678,500
53.48287287,-2.05703878,268
53.57689699,-2.43118178,427
53.57654766,-2.43254523,493
53.57749081,-2.43044299,349
53.58037242,-2.43344373,283
53.57899938,-2.43126075,500
53.57654554,-2.43106909,585
53.57826333,-2.43077046,762
53.57745555,-2.43955800,571
53.58193179,-2.44167581,520
53.59345413,-2.42125359,874
53.57134515,-2.42946113,112
53.57246336,-2.43157457,598
53.57205790,-2.42514046,619
53.57065401,-2.42890050,371
53.56980369,-2.42499824,380
53.56825576,-2.42789175,447
53.58802253,-2.53846713,844
53.58614023,-2.54217092,698
53.48362689,-2.25971153,290
53.48197839,-2.25472400,431
53.48213253,-2.26688499,418
53.47515192,-2.29422987,486
53.47082120,-2.29543804,770
53.46615501,-2.28289626,514
53.46566038,-2.28118951,360
53.46587796,-2.28192240,842
53.47776741,-2.28984199,450
53.47811330,-2.29717075,586
53.47658081,-2.29469090,240
53.47832468,-2.29193825,768
53.47584179,-2.29485255,715
53.47216064,-2.28711076,946
53.47407392,-2.28631862,808
53.53755826,-2.40505401,818
53.51428492,-2.30208852,801
53.47546822,-2.30782967,1451
53.48255578,-2.32198495,510
53.48170312,-2.31130934,332
53.48452675,-2.25355266,370
53.46145691,-2.22470670,8687
53.48148816,-2.23250280,214
53.48316582,-2.23330098,272
53.48223421,-2.23394617,311
53.48132621,-2.23285719,1176
53.48119469,-2.23510803,335
53.46897228,-2.23066508,211
53.46234983,-2.22889142,280
53.46440496,-2.22976699,1605
53.46795851,-2.23322078,6575
53.46433887,-2.23476515,1898
53.46429137,-2.23221411,338
53.46301909,-2.23584295,521
53.48329582,-2.23232304,685
53.46757388,-2.23677402,1273
53.47989589,-2.25077920,2934
53.47983332,-2.24791561,448
53.48144535,-2.24884712,575
53.48144185,-2.24666141,338
53.48388263,-2.24520915,603
53.48207159,-2.24886780,333
53.48092842,-2.24929750,196
53.48184713,-2.24392346,217
53.48057072,-2.24635513,884
53.47926714,-2.24617952,717
53.47982787,-2.24934722,1284
53.48336079,-2.24684976,345
53.48221239,-2.24616240,269
53.48259036,-2.24739029,358
53.48061870,-2.24572973,511
53.48373858,-2.24394438,1144
53.47850305,-2.25110383,1102
53.47874670,-2.24902031,493
53.48105458,-2.24709645,225
53.48286491,-2.24563994,473
53.48154216,-2.24620912,247
53.48037858,-2.24794842,729
53.48153873,-2.24446738,237
53.47825024,-2.25043577,584
53.47884514,-2.25048552,766
53.48029388,-2.24697906,256
53.48077527,-2.24860228,228
53.47939673,-2.24727008,361
53.48134287,-2.24561880,410
53.47954802,-2.24818477,483
53.47898403,-2.24683075,870
53.48324775,-2.24594764,1182
53.48249114,-2.24493454,307
53.48716440,-2.24209531,113
53.48737585,-2.24426682,1965
53.48307215,-2.24458864,737
53.48060018,-2.24460002,447
53.48221383,-2.24689680,651
53.48278936,-2.24393448,240
53.48311892,-2.24769063,404
53.47016553,-2.23624215,248
53.46899111,-2.23519873,236
53.47110908,-2.23698756,338
53.48101525,-2.17224996,275
53.48675959,-2.23159001,255
53.48739594,-2.22718783,1960
53.47666759,-2.24214937,251
53.47665490,-2.24097141,399
53.47424439,-2.24104744,269
53.47561768,-2.24139945,1016
53.47620020,-2.24170865,310
53.47641073,-2.23959618,400
53.47985608,-2.24188915,905
53.48169290,-2.24175454,303
53.48173090,-2.24090694,786
53.48106485,-2.24355971,941
53.48296792,-2.24279484,4468
53.48163597,-2.23883888,1000
53.48058989,-2.24292074,781
53.48171664,-2.24293609,480
53.48263604,-2.24249625,477
53.47981326,-2.24293188,573
53.48096739,-2.24029592,1084
53.47908744,-2.24250724,676
53.48131474,-2.24190660,795
53.48213268,-2.24033056,239
53.48025254,-2.24239684,440
53.48520928,-2.24074027,852
53.48581862,-2.24102186,1078
53.48582791,-2.23730202,252
53.48723645,-2.23966625,444
53.48535220,-2.23343440,324
53.48577903,-2.23613841,258
53.48044535,-2.22847514,276
53.48079354,-2.23405726,248
53.47973509,-2.23391574,223
53.48053924,-2.23473404,340
53.47955222,-2.23279110,871
53.47840567,-2.23294760,680
53.47802280,-2.23562475,257
53.47928405,-2.23091427,352
53.48187121,-2.23721817,294
53.48235736,-2.23646505,398
53.48383598,-2.23690796,219
53.37957463,-2.26289195,400
53.37917650,-2.25858961,505
53.37839113,-2.26221916,324
53.38001270,-2.26224865,399
53.37936354,-2.26067954,220
53.46410704,-2.24571556,459
53.46126490,-2.24689621,772
53.49163652,-2.24231508,232
53.49174014,-2.24075957,214
53.49839958,-2.24535060,203
53.49538478,-2.24967152,234
53.49402233,-2.25192455,216
53.49487439,-2.24585730,364
53.49031974,-2.24812603,345
53.49190214,-2.24610595,628
53.49352868,-2.24166794,243
53.49636650,-2.23872057,225
53.49658942,-2.24217949,530
53.49546035,-2.24118637,239
53.44796293,-2.21546411,649
53.47780103,-2.24019242,197
53.47780072,-2.24223135,436
53.47898219,-2.23995706,238
53.47855563,-2.24063206,282
53.47910913,-2.24078761,237
53.48003807,-2.23978635,1262
53.47923822,-2.23914301,934
53.47928027,-2.23829152,342
53.47987767,-2.23810507,203
53.47693342,-2.23808674,345
53.47711475,-2.23997552,468
53.48047069,-2.23899176,1095
53.47981046,-2.24056303,990
53.48036911,-2.23643392,1447
53.47850193,-2.23937730,271
53.48052634,-2.24147920,386
53.48204652,-2.23566565,1177
53.48055570,-2.24075248,335
53.47558942,-2.24317214,221
53.47709675,-2.24367864,727
53.47995647,-2.24413323,527
53.47930638,-2.24455239,798
53.47497663,-2.24375276,824
53.47814357,-2.24282708,493
53.47867354,-2.24593810,690
53.47757299,-2.24594721,731
53.47820423,-2.23673468,442
53.47818632,-2.23832310,782
53.47743215,-2.23714804,419
53.47886782,-2.23746577,242
53.45761922,-2.22349189,795
53.39726530,-2.25873451,450
53.39787037,-2.25329923,421
53.39627710,-2.25130116,426
53.39704300,-2.25792361,339
53.39539813,-2.24775151,662
53.39520420,-2.24968141,338
53.47848555,-2.25308360,457
53.47786843,-2.25184700,239
53.47797039,-2.25158028,205
53.47785131,-2.25105514,199
53.47673528,-2.25082126,370
