lat,lon,jobs
53.47864158,-2.25305710,615
53.47678179,-2.24967249,366
53.47835662,-2.24764060,564
53.47789815,-2.24760054,534
53.47648633,-2.24650409,256
53.48015961,-2.25220271,333
53.47979664,-2.25218664,1368
53.48013835,-2.25388760,3426
53.47344605,-2.25052989,414
53.47509162,-2.25118181,544
53.47858946,-2.25398923,353
53.48208746,-2.25134907,202
53.48340239,-2.24785092,607
53.48241608,-2.24980533,590
53.47094705,-2.23910986,1391
53.48117012,-2.23139910,355
53.48347931,-2.23390793,579
53.47775619,-2.23274573,1115
53.47699381,-2.23558692,241
53.49441423,-2.23722646,195
53.48429542,-2.23358913,568
53.47682841,-2.22433554,1554
53.47690910,-2.22980404,954
53.47511171,-2.22201716,227
53.47730508,-2.22326370,237
53.47814867,-2.23002014,849
53.62943062,-2.43911352,432
53.61251137,-2.44216544,292
53.62079721,-2.42868280,325
53.61856878,-2.43425509,313
53.62665675,-2.44360077,479
53.62109697,-2.41950369,309
53.61404013,-2.41271178,389
53.60461646,-2.39678854,554
53.61088175,-2.41395844,233
53.61232009,-2.40557294,256
53.60218627,-2.40961085,514
53.61634834,-2.42330120,335
53.60726504,-2.42421628,335
53.61066153,-2.43205104,351
53.60643466,-2.43203074,412
53.59906031,-2.53973034,246
53.60173804,-2.54769329,275
53.59679217,-2.55066335,297
53.60124998,-2.55267673,392
53.60232702,-2.54400346,332
53.60138760,-2.44368809,447
53.59638861,-2.42829332,416
53.60014455,-2.43370014,745
53.59745233,-2.43486362,245
53.59804811,-2.42628215,443
53.60270107,-2.43336324,286
53.60016049,-2.38469574,435
53.60593010,-2.39385965,371
53.59596368,-2.38835246,444
53.59770419,-2.54267618,264
53.58357607,-2.53530906,2229
53.58838393,-2.54033315,1582
53.58957866,-2.53868080,1139
53.59215988,-2.53563483,239
53.58563022,-2.52677510,627
53.59794737,-2.53327626,367
53.59886161,-2.45507951,386
53.59179105,-2.46195597,505
53.59037921,-2.44820132,319
53.59224942,-2.45259040,293
53.58932882,-2.57689160,326
53.59421534,-2.56537154,681
53.57662827,-2.56895706,259
53.59438071,-2.58549048,331
53.59438866,-2.40852466,430
53.58711917,-2.41341940,363
53.58944763,-2.41915839,560
53.59452458,-2.41336146,385
53.59747360,-2.41517570,394
53.59242178,-2.43749525,465
53.59647757,-2.44179547,242
53.58922503,-2.44033849,311
53.59375419,-2.44490595,502
53.58994648,-2.44555596,301
53.59210794,-2.48037172,355
53.58502968,-2.47852790,241
53.58846321,-2.46942771,609
53.59043138,-2.38759870,258
53.58978829,-2.39446080,482
53.58242275,-2.38424561,619
53.57933962,-2.52338372,1027
53.59123743,-2.52241431,258
53.57728937,-2.53446790,1030
53.58616913,-2.52152217,254
53.57476579,-2.52308335,895
53.58646169,-2.45202688,654
53.58638892,-2.45435469,349
53.57809310,-2.44979097,347
53.58099043,-2.44965380,324
53.58818884,-2.45738367,279
53.58406448,-2.44729110,517
53.58761273,-2.42827767,789
53.58223179,-2.43635409,271
53.57873561,-2.43168011,719
53.57078111,-2.43218068,335
53.58283275,-2.43059891,387
53.59149797,-2.42943694,217
53.57739170,-2.43481371,209
53.58816431,-2.43255781,250
53.58520934,-2.43471782,226
53.57764546,-2.41700320,375
53.58830772,-2.41246615,412
53.58216003,-2.41247314,577
53.58878179,-2.40821205,295
53.58055167,-2.40500086,246
53.57394618,-2.41029217,316
53.56942959,-2.45566921,329
53.56624025,-2.46250966,297
53.58505818,-2.46374213,382
53.58164409,-2.45856351,317
53.56936776,-2.46269910,433
53.58028555,-2.39447384,374
53.57463247,-2.37919438,298
53.58039510,-2.38101577,615
53.58080845,-2.38922647,283
53.56902851,-2.40277421,396
53.57094114,-2.48177428,305
53.56728736,-2.47393963,488
53.57898982,-2.47573953,579
53.57966910,-2.49861774,350
53.57176275,-2.45048913,415
53.56814394,-2.44323236,297
53.57567823,-2.43976614,783
53.57027880,-2.44169962,481
53.57276767,-2.44634668,454
53.57028447,-2.41813167,642
53.56522670,-2.42353711,615
53.56647615,-2.41823103,248
53.56263367,-2.41569523,293
53.56768525,-2.42054495,432
53.57570522,-2.42124864,533
53.56545951,-2.43139958,270
53.56703503,-2.40498830,279
53.56005346,-2.42539224,272
53.55763716,-2.45008017,345
53.56663796,-2.44281929,248
53.56407371,-2.44552571,664
53.56394222,-2.44905721,352
53.56580315,-2.44655149,278
53.56375034,-2.44322476,342
53.56392229,-2.45424272,260
53.56453799,-2.36540140,286
53.56200473,-2.37151028,332
53.55937731,-2.36949452,283
53.56437313,-2.37441554,299
53.56156657,-2.36781583,261
53.56189356,-2.38386507,357
53.55930357,-2.43731552,462
53.56841859,-2.43512091,572
53.55554221,-2.46229004,314
53.56208888,-2.45377326,454
53.56253215,-2.46367024,275
53.55458581,-2.39956285,244
53.54881481,-2.39209839,389
53.55338886,-2.40379140,565
53.55816405,-2.40167793,379
53.55411943,-2.41202605,511
53.55328188,-2.51947982,330
53.54863228,-2.51719674,504
53.55645666,-2.50891239,544
53.55037139,-2.49679837,242
53.55062219,-2.50742454,311
53.55450663,-2.41813905,371
53.54846848,-2.42076215,503
53.54228992,-2.47145801,416
53.56004289,-2.47063649,736
53.54288878,-2.51717781,298
53.54723933,-2.52503430,515
53.55911803,-2.52165610,555
53.54425281,-2.53126973,344
53.55648897,-2.52690228,493
53.54445591,-2.39075964,297
53.54796942,-2.39462443,464
53.54337991,-2.40083901,273
53.55001931,-2.40665145,290
53.54622228,-2.39015131,311
53.54753189,-2.40188904,415
53.54831498,-2.39264811,384
53.54502872,-2.41509308,703
53.54642839,-2.43223418,322
53.54752851,-2.37657083,318
53.53562437,-2.38853288,664
53.53615488,-2.36394963,328
53.54561883,-2.36367189,307
53.54358513,-2.36848310,519
53.54195067,-2.38224132,288
53.54322080,-2.36478530,298
53.53578056,-2.52170858,300
53.54141656,-2.54388005,275
53.53942738,-2.53394911,298
53.53419147,-2.52002246,310
53.64788822,-2.31885880,494
53.64078020,-2.32560664,293
53.64326573,-2.31595747,248
53.64498627,-2.32834745,532
53.64851571,-2.31724544,563
53.65275083,-2.30551249,390
53.62903778,-2.33720868,386
53.62633917,-2.33046531,350
53.63532976,-2.33172469,407
53.61451134,-2.34074251,436
53.61983182,-2.33960302,324
53.63039444,-2.36624400,242
53.61292523,-2.33837309,461
53.61285208,-2.35300766,245
53.63483358,-2.31711615,322
53.63695281,-2.30343018,338
53.61018127,-2.29352574,402
53.60722423,-2.29509825,580
53.62970473,-2.30228540,301
53.62083569,-2.29007972,508
53.60483106,-2.30791983,278
53.61372701,-2.31830114,410
53.60874737,-2.31368100,294
53.59847790,-2.30709653,408
53.60751175,-2.33989858,302
53.60099454,-2.32528039,464
53.60618659,-2.32588319,396
53.60053663,-2.25533202,2526
53.59344164,-2.26240823,773
53.59833248,-2.27540848,376
53.59950233,-2.28353972,688
53.60275500,-2.28397350,411
53.59460853,-2.27464955,257
53.59531622,-2.28390402,563
53.59819883,-2.29027842,616
53.59252026,-2.28074858,315
53.60244327,-2.29130021,323
53.58753303,-2.28435803,418
53.59715052,-2.27873996,291
53.60012261,-2.31805323,321
53.58717645,-2.31676613,559
53.59820410,-2.31522602,259
53.59166627,-2.31716372,307
53.60247900,-2.31504782,232
53.59648933,-2.31014981,286
53.58756745,-2.32806863,513
53.59500299,-2.33908641,294
53.59263190,-2.32603570,336
53.58602375,-2.30250117,322
53.58288061,-2.29816729,282
53.58561075,-2.28925471,290
53.58407081,-2.29263726,337
53.58773555,-2.35377027,324
53.57178283,-2.36661802,336
53.57349055,-2.36343286,936
53.57860105,-2.29553345,282
53.57361226,-2.29608394,308
53.57851498,-2.30885600,624
53.56906484,-2.28620919,670
53.56789371,-2.33504427,304
53.57566652,-2.33954015,337
53.56946460,-2.33257239,450
53.57066434,-2.31165898,606
53.56799117,-2.30779217,546
53.56649602,-2.31419404,239
53.56822009,-2.31704632,197
53.56490937,-2.31152372,290
53.56515992,-2.34443982,352
53.56366137,-2.33436056,389
53.55978483,-2.32999126,599
53.56358796,-2.32599304,473
53.56010829,-2.32480398,583
53.55847004,-2.32091788,362
53.55636053,-2.27755580,334
53.56475616,-2.27539963,330
53.56162962,-2.28670985,312
53.56058175,-2.27331317,416
53.55734287,-2.32868818,600
53.55137677,-2.33196907,327
53.56319493,-2.35649097,377
53.55308989,-2.31644212,353
53.55729084,-2.29833626,253
53.55401912,-2.30318995,297
53.54343189,-2.30773522,494
53.54383503,-2.29558693,294
53.54518970,-2.29265450,272
53.55300005,-2.28661834,329
53.54352329,-2.28896871,455
53.55787917,-2.28977126,248
53.55106232,-2.28830159,535
53.54814990,-2.28403265,727
53.55198207,-2.27868911,385
53.54858748,-2.25114208,415
53.53627853,-2.28601278,332
53.54018974,-2.28048291,508
53.52558045,-2.27605670,294
53.53429713,-2.26986541,397
53.52917310,-2.26825074,551
53.53793081,-2.27424431,359
53.53126566,-2.28432634,347
53.53127860,-2.28143142,246
53.52562099,-2.28511325,286
53.52190237,-2.27601588,226
53.51849600,-2.27357995,570
53.53429790,-2.27971677,373
53.53113468,-2.28988742,336
53.51780155,-2.28149008,670
53.51893386,-2.27000441,419
53.52513928,-2.25327501,302
53.52191942,-2.27298238,323
53.52067805,-2.27108208,365
53.52439312,-2.26572518,275
53.52017387,-2.25992636,356
53.53726792,-2.23725240,411
53.53381428,-2.22225168,641
53.52994503,-2.22909380,321
53.53602602,-2.21858040,361
53.52779956,-2.22257641,487
53.53121160,-2.21174923,310
53.52346874,-2.21445641,339
53.52302171,-2.22734060,434
53.52976178,-2.20568698,279
53.52401702,-2.19016761,298
53.52909351,-2.19780045,266
53.52205954,-2.18465879,345
53.52439310,-2.17253947,478
53.52759652,-2.19226035,307
53.52308084,-2.24129934,324
53.53103681,-2.24420692,363
53.52027095,-2.24953541,466
53.51624193,-2.16137522,315
53.51058879,-2.18310965,271
53.51619801,-2.16969669,440
53.51820648,-2.17632924,385
53.52223336,-2.22580030,406
53.51454443,-2.21671745,490
53.51684881,-2.21361356,391
53.51225792,-2.21079833,597
53.51168098,-2.19740369,470
53.50990993,-2.19212790,363
53.51420878,-2.19617779,301
53.51878487,-2.19050032,404
53.50759327,-2.24036731,463
53.51177374,-2.24207745,286
53.51653165,-2.24510426,850
53.50748884,-2.22481489,709
53.51244263,-2.23563304,831
53.51416413,-2.23831326,302
53.50033887,-2.21339999,431
53.50935326,-2.20566260,491
53.50214763,-2.21293907,398
53.49166449,-2.19549264,261
53.50170240,-2.18490338,353
53.50204851,-2.19288189,360
53.49704380,-2.16975670,427
53.49920272,-2.17557244,317
53.48610116,-2.17734528,429
53.49675644,-2.18277701,451
53.48966527,-2.21429026,368
53.48507571,-2.22468809,407
53.48046125,-2.21944594,297
53.48945110,-2.21256694,283
53.48300554,-2.21616966,490
53.49241369,-2.21482738,388
53.48275170,-2.19354186,239
53.47864538,-2.17511676,625
53.47695770,-2.19670302,321
53.47901013,-2.20165875,267
53.48382530,-2.17947249,484
53.48642135,-2.19683082,400
53.48435757,-2.18415005,243
53.47576857,-2.18205220,574
53.47254302,-2.15643722,432
53.46241675,-2.17664849,353
53.46465482,-2.16992406,278
53.46797131,-2.17732566,658
53.47403743,-2.16562655,179
53.47264945,-2.16244146,613
53.47041964,-2.22824367,270
53.46745353,-2.21784636,602
53.46402216,-2.22374348,690
53.46890750,-2.19983880,434
53.46719089,-2.22751462,343
53.46320923,-2.23865545,402
53.46574125,-2.23894625,352
53.46571114,-2.24992883,432
53.46104284,-2.22973663,393
53.46646103,-2.25315693,395
53.46032946,-2.24229396,767
53.46157446,-2.25172676,651
53.46295654,-2.18777379,416
53.46202294,-2.20699585,541
53.46799285,-2.19540721,388
53.46003054,-2.19129354,598
53.46864453,-2.18235636,727
53.46503322,-2.18430943,668
53.46548863,-2.15215809,570
53.46320484,-2.16689516,275
53.45736023,-2.15944088,514
53.46109870,-2.20837934,636
53.46225725,-2.22069133,224
53.45444043,-2.20144529,458
53.45580617,-2.21256612,291
53.45870451,-2.21742264,287
53.45797398,-2.20891621,281
53.46007864,-2.21823284,363
53.45538285,-2.20643224,252
53.45057841,-2.17517045,564
53.46042823,-2.17333007,468
53.45886291,-2.18053365,406
53.45725170,-2.24258027,441
53.45505302,-2.24459672,288
53.45137688,-2.24373989,276
53.45726764,-2.25403313,556
53.45441362,-2.22822119,336
53.45647398,-2.22802303,418
53.45684497,-2.23518320,520
53.45027490,-2.23543784,353
53.45182197,-2.21974526,249
53.45607112,-2.21787105,298
53.45353312,-2.20688474,330
53.44589115,-2.20716848,346
53.44981318,-2.21893649,315
53.45277290,-2.22249171,261
53.45905128,-2.22656077,467
53.45332121,-2.21610833,290
53.45200778,-2.18976123,336
53.44702312,-2.17780112,468
53.44775762,-2.19007902,456
53.45357002,-2.19614468,747
53.45335197,-2.26320323,565
53.45212537,-2.25743443,352
53.45091115,-2.26791656,532
53.44960505,-2.25643354,465
53.44450799,-2.28694269,335
53.44237608,-2.28028967,316
53.44838074,-2.27158414,301
53.44563767,-2.27754482,634
53.44642644,-2.28105755,267
53.44336050,-2.25450437,315
53.44549747,-2.24889659,799
53.44484738,-2.23332499,306
53.44680719,-2.23752218,379
53.44715019,-2.24530295,608
53.44684759,-2.19305930,269
53.44305117,-2.19108123,609
53.44432864,-2.19487906,364
53.43977514,-2.18552278,360
53.44520651,-2.18981233,383
53.44495821,-2.18675427,291
53.44391837,-2.21876143,238
53.44304773,-2.20457582,302
53.44320830,-2.22294864,240
53.43953330,-2.22516180,312
53.43966010,-2.22093361,428
53.44222595,-2.21746150,520
53.43998537,-2.27441723,598
53.43480581,-2.27295973,474
53.44251784,-2.27085577,578
53.43221203,-2.20092524,296
53.43687847,-2.18518281,339
53.43475998,-2.20587876,357
53.44258884,-2.20129179,434
53.43729877,-2.19605823,455
53.43615728,-2.23737938,328
53.43699250,-2.22952835,413
53.43328776,-2.24415004,429
53.43368171,-2.21219386,494
53.43902051,-2.21959494,1399
53.43877712,-2.28056835,415
53.43876809,-2.28615512,320
53.43182472,-2.26888107,364
53.43565917,-2.28041670,298
53.43236361,-2.23215265,418
53.42941936,-2.23782192,394
53.43386381,-2.22954946,442
53.42512460,-2.23523669,505
53.42728202,-2.24127226,752
53.42856703,-2.24596178,821
53.43329307,-2.25910765,401
53.42525371,-2.24522176,592
53.42436546,-2.23926733,254
53.43122282,-2.22786933,411
53.42604703,-2.22475118,406
53.42150803,-2.21691983,485
53.43438856,-2.22662099,341
53.42991375,-2.20827739,409
53.42458351,-2.20604873,350
53.43021944,-2.20041684,1112
53.42530442,-2.25759902,779
53.42068681,-2.24483632,515
53.42280557,-2.26301696,305
53.42250408,-2.24906562,236
53.42793414,-2.26292097,359
53.41718622,-2.22570840,372
53.41719532,-2.23857757,318
53.41960426,-2.22606082,284
53.41549297,-2.23319666,290
53.41603139,-2.23076735,273
53.42101891,-2.23748715,316
53.41034115,-2.27520784,769
53.40984458,-2.29200777,389
53.41185004,-2.28207298,355
53.41533685,-2.21693608,575
53.40337968,-2.22342496,322
53.41273055,-2.22308266,324
53.40829896,-2.22541362,596
53.40947240,-2.25616569,421
53.40727261,-2.25428857,294
53.40600562,-2.26175965,547
53.40728667,-2.25843959,452
53.40692312,-2.26473591,438
53.40309713,-2.25646395,221
53.39375356,-2.29825578,560
53.40152771,-2.30731174,274
53.39910008,-2.29896599,220
53.40485880,-2.29906909,588
53.40667862,-2.31157510,317
53.39775641,-2.29211313,307
53.39388773,-2.28492871,289
53.40083358,-2.28760659,307
53.39892417,-2.29417339,866
53.39356232,-2.27871074,307
53.39061213,-2.25373839,836
53.38653448,-2.25963376,401
53.39431186,-2.26428782,341
53.38103855,-2.25879620,330
53.38327735,-2.27032526,331
53.38247503,-2.26013468,373
53.38922722,-2.27142276,282
53.37891791,-2.28027918,307
53.38534211,-2.28649709,306
53.38521235,-2.27908882,655
53.37351328,-2.24885487,344
53.37823275,-2.26029233,485
53.38416574,-2.24803608,373
53.37424193,-2.25337736,934
53.37074060,-2.24837322,1378
53.37140874,-2.27377326,503
53.37122486,-2.26158093,610
53.37492478,-2.26907443,351
53.58573049,-2.10545989,388
53.58166093,-2.10951427,399
53.58165598,-2.09739955,391
53.57970848,-2.08849587,1749
53.58198016,-2.08810430,337
53.58027734,-2.09420143,256
53.58594088,-2.09378688,369
53.57424197,-2.09626469,328
53.58034642,-2.08084891,353
53.57694166,-2.09488193,425
53.58179112,-2.13282917,268
53.57261156,-2.13045182,472
53.57020123,-2.09911403,323
53.56746343,-2.11576417,296
53.56694299,-2.10671969,440
53.56915787,-2.12300728,323
53.57410372,-2.04034701,273
53.55149676,-2.00364499,365
53.58522508,-2.03423793,437
53.56681907,-1.99848303,595
53.56602889,-2.07770503,425
53.56378983,-2.07530719,271
53.56074979,-2.07463151,465
53.55804477,-2.13767376,964
53.56219261,-2.12690409,570
53.56408831,-2.12432811,568
53.56616720,-2.12419472,412
53.56615850,-2.12167240,546
53.55642177,-2.11990004,307
53.56429329,-2.11262095,822
53.56131127,-2.10886309,192
53.55307595,-2.14030423,514
53.55612398,-2.15132215,561
53.55170642,-2.09047047,978
53.54905783,-2.09888275,403
53.55319970,-2.08656443,472
53.55229581,-2.07734277,400
53.54779175,-2.07455982,650
53.54802754,-2.08580592,537
53.53636605,-2.02514971,282
53.56380089,-2.02513609,307
53.54808860,-2.00603887,501
53.55549676,-2.01885605,252
53.54634136,-2.06267950,327
53.54815272,-2.11919564,402
53.54609496,-2.10752045,246
53.55096251,-2.12022083,439
53.55344161,-2.10371841,335
53.54399314,-2.17024502,325
53.54535893,-2.15363598,378
53.55077732,-2.16074326,398
53.54534846,-2.12654271,425
53.55160595,-2.12819573,340
53.54704430,-2.12289201,281
53.54469354,-2.13310237,251
53.54089096,-2.12800581,498
53.54328175,-2.14778550,273
53.54052640,-2.13638727,353
53.54275936,-2.14232536,260
53.54905695,-2.13610527,486
53.54503677,-2.13728192,398
53.54672965,-2.15067682,454
53.53802105,-2.07235774,417
53.53332305,-2.06630374,305
53.54430350,-2.07108452,421
53.54227389,-2.06699378,330
53.54267245,-2.09144364,331
53.54435819,-2.08863318,357
53.53555369,-2.08191459,288
53.53665495,-2.00948648,752
53.54818966,-2.00384754,286
53.53136479,-1.99685275,423
53.53708308,-2.00211000,326
53.53677880,-2.05340189,287
53.53754324,-2.06668054,246
53.53716805,-2.03884730,342
53.54091278,-2.05882167,271
53.53854743,-2.09798065,332
53.53466525,-2.10042459,285
53.53627580,-2.10522567,409
53.53456137,-2.09505417,374
53.54077083,-2.10127744,502
53.52853633,-2.11640559,278
53.52869730,-2.10627217,485
53.53109157,-2.11369394,896
53.53868693,-2.11865138,563
53.53885981,-2.11100287,448
53.53553418,-2.07491459,302
53.52767529,-2.08223785,344
53.52581490,-2.13546971,434
53.52991452,-2.13989543,250
53.52781876,-2.14875879,379
53.52570455,-2.13986724,268
53.52374575,-2.15943949,434
53.52390501,-2.16474759,353
53.52677998,-2.15273871,336
53.53423960,-2.14801823,1409
53.51894661,-2.09981769,520
53.52568129,-2.10893004,295
53.52713485,-2.11583408,499
53.52360125,-2.10938504,666
53.51538090,-2.12677335,261
53.51391065,-2.12563000,254
53.52411716,-2.12343242,235
53.52315964,-2.12523282,365
53.51541340,-2.15084424,500
53.51662292,-2.14299888,671
53.51636197,-2.14560627,688
53.51240839,-2.14655891,314
53.50972227,-2.16114960,445
53.50575110,-2.16719648,670
53.50911563,-2.16653629,248
53.51059384,-2.15297145,376
53.50377873,-2.13476946,248
53.51117300,-2.10882171,418
53.50770601,-2.14631718,531
53.49676101,-2.15930259,304
53.50324689,-2.15985127,470
53.64647294,-2.09802317,286
53.64932892,-2.08966530,671
53.64271474,-2.10309783,652
53.64423126,-2.09576929,407
53.66088924,-2.08241403,315
53.64455149,-2.10283340,419
53.64005958,-2.14383486,436
53.64541511,-2.11366837,564
53.63294568,-2.09747043,215
53.63268514,-2.10937296,385
53.64464953,-2.08996857,307
53.63651495,-2.11792672,532
53.62980726,-2.13888437,309
53.62888969,-2.13530475,412
53.64308220,-2.12634774,819
53.63452055,-2.13422469,313
53.62929125,-2.16841136,294
53.63478800,-2.16628490,437
53.62899783,-2.15691639,445
53.63208397,-2.14387095,1076
53.63098205,-2.17312007,294
53.63314489,-2.18637411,363
53.62849722,-2.23158207,358
53.60531983,-2.22424906,361
53.62098614,-2.21014499,430
53.62628133,-2.20820777,358
53.62290078,-2.19415494,410
53.62663031,-2.21008241,256
53.61558347,-2.20587012,305
53.61941952,-2.14948760,264
53.62285466,-2.14092742,348
53.62764061,-2.14327288,336
53.62104957,-2.13290814,243
53.61368578,-2.14600888,393
53.62524788,-2.14685908,355
53.62659239,-2.15558694,274
53.62159920,-2.15080509,605
53.62231827,-2.18860725,265
53.61750383,-2.17028838,251
53.62233811,-2.18158234,265
53.61801420,-2.17512812,406
53.61457490,-2.17409708,238
53.62073773,-2.17413847,429
53.62798280,-2.18406537,363
53.62431415,-2.16014855,1317
53.60651542,-2.16752378,492
53.61957426,-2.16540627,283
53.62365564,-2.16785104,598
53.60685554,-2.17394685,369
53.61116002,-2.16947331,309
53.62372080,-2.15755898,220
53.60375984,-2.18376842,287
53.61270939,-2.18846726,329
53.60982937,-2.20661083,299
53.61480200,-2.12827203,367
53.61199327,-2.14179276,291
53.61218211,-2.13553927,491
53.60395601,-2.13858676,598
53.60346842,-2.14612365,402
53.61611304,-2.13405124,265
53.60656294,-2.11947481,350
53.60662796,-2.10631824,297
53.61216740,-2.11301671,281
53.61059816,-2.11268134,285
53.60129717,-2.10563487,317
53.60003228,-2.09636864,527
53.60757674,-2.07104362,336
53.60737268,-2.10430227,427
53.60876702,-2.10470850,355
53.60719547,-2.15210583,332
53.60773741,-2.16122651,276
53.61006612,-2.15635184,398
53.60277823,-2.15941388,583
53.60700016,-2.14742755,333
53.59766953,-2.16081655,359
53.59033797,-2.13904595,411
53.60114966,-2.15055106,371
53.59401385,-2.15623246,304
53.59766042,-2.14207202,256
53.59100353,-2.17351986,558
53.57988137,-2.17424924,303
53.58561673,-2.17580697,377
53.60117654,-2.18851801,406
53.59273250,-2.18155410,258
53.59589514,-2.18498575,527
53.60255474,-2.17389519,466
53.59143114,-2.21193410,614
53.58960881,-2.21276550,244
53.59360863,-2.21638485,625
53.59301766,-2.22158369,582
53.59138532,-2.21970003,428
53.59105770,-2.23200402,353
53.59621503,-2.22794277,274
53.59327597,-2.23974861,333
53.59295178,-2.24946495,322
53.58803911,-2.24418265,390
53.58488490,-2.20899582,373
53.59718639,-2.21463478,409
53.57811130,-2.21954763,444
53.59342245,-2.20799517,339
53.58228149,-2.21705648,394
53.55426061,-2.19845415,278
53.56406602,-2.18350046,336
53.56207415,-2.20048700,354
53.56915541,-2.18871331,625
53.55984342,-2.19191582,306
53.55984620,-2.21454145,333
53.55569736,-2.21071550,445
53.55775996,-2.22028623,251
53.55619620,-2.18492608,488
53.54748361,-2.17958591,380
53.55173381,-2.17887162,831
53.54697806,-2.18550568,364
53.55069264,-2.18288130,293
53.54218014,-2.17294593,339
53.54401053,-2.22695994,273
53.54677432,-2.20228674,1171
53.55436007,-2.19616703,370
53.55134864,-2.19811945,317
53.54759582,-2.19599270,380
53.54330173,-2.22195851,362
53.54964648,-2.19058241,293
53.55209721,-2.19357064,422
53.53730888,-2.19260660,401
53.53823607,-2.19862744,580
53.53826272,-2.18374850,362
53.53577321,-2.42830798,633
53.52731271,-2.41753302,553
53.53470746,-2.42353505,352
53.52837945,-2.40189000,460
53.53083619,-2.41968484,307
53.52820622,-2.41224952,343
53.52637848,-2.40100895,655
53.52389206,-2.39215591,251
53.52892183,-2.38867686,319
53.53112954,-2.40071002,341
53.52344607,-2.41122992,464
53.53129611,-2.43957789,1561
53.51080998,-2.33696467,431
53.51688447,-2.33285195,258
53.51889155,-2.33020310,534
53.52579020,-2.33222260,457
53.52163801,-2.34899537,251
53.51513194,-2.34064683,517
53.51899534,-2.33595387,389
53.52125994,-2.39616105,612
53.52200818,-2.38540689,293
53.51564904,-2.39428284,664
53.52313388,-2.39962906,462
53.51880206,-2.40407501,353
53.52369481,-2.31525148,518
53.50921010,-2.30674092,333
53.51127328,-2.32073673,344
53.50911309,-2.35154187,276
53.51584887,-2.35167504,281
53.51026907,-2.34289903,315
53.51220027,-2.34200669,408
53.51399749,-2.26219363,227
53.51430177,-2.24889754,337
53.51579138,-2.25437123,407
53.51128202,-2.25248050,232
53.51002952,-2.25901067,290
53.51038224,-2.26297373,402
53.51411027,-2.27047196,681
53.50428984,-2.27936544,341
53.50739297,-2.33392038,304
53.50922568,-2.33370749,276
53.50975096,-2.32586809,322
53.49668731,-2.33810965,538
53.51558670,-2.32813900,306
53.50645268,-2.34086754,396
53.50541355,-2.39089913,354
53.50307585,-2.41886959,564
53.50946999,-2.40550177,389
53.51096171,-2.41357630,340
53.50291969,-2.42457940,308
53.50641344,-2.38624961,231
53.51022462,-2.37397714,409
53.50232676,-2.35336010,308
53.50619229,-2.35067698,325
53.50599665,-2.35828798,295
53.49801972,-2.37786876,227
53.50116714,-2.37138694,303
53.49874567,-2.38067170,359
53.49680086,-2.32173237,327
53.50862358,-2.31449642,940
53.50513030,-2.32251740,255
53.50054344,-2.26800618,298
53.50345575,-2.26401318,219
53.50540599,-2.25100921,294
53.49621754,-2.26055494,289
53.50627896,-2.26128717,360
53.50314267,-2.25558554,624
53.49886430,-2.25621466,261
53.50922561,-2.25354699,316
53.49915292,-2.28771391,326
53.49303810,-2.27545177,674
53.49813306,-2.27482137,283
53.49873234,-2.29414306,825
53.49282130,-2.29741177,243
53.49496716,-2.30531252,538
53.49981801,-2.30858795,330
53.50008057,-2.31632019,378
53.49216330,-2.36782087,286
53.48862243,-2.36357503,594
53.48758392,-2.33685564,448
53.48475244,-2.33512354,403
53.48619125,-2.34825559,775
53.49320837,-2.33507359,429
53.48751402,-2.35269397,522
53.48525212,-2.33763510,732
53.49151718,-2.35316630,535
53.48719488,-2.33339390,243
53.49016118,-2.34330055,320
53.49303579,-2.34985158,318
53.48544384,-2.30875525,282
53.49343252,-2.31275116,286
53.48226656,-2.31228201,411
53.48243605,-2.31492313,1240
53.48967930,-2.31029857,287
53.48981896,-2.31865367,277
53.48757984,-2.32342187,5940
53.48247289,-2.30576945,301
53.47976749,-2.29692266,1395
53.49175104,-2.32373424,324
53.48707289,-2.25658753,431
53.48358445,-2.25573371,310
53.49107552,-2.27535230,1216
53.48372325,-2.24952199,564
53.48350635,-2.26409567,256
53.49292397,-2.25935432,322
53.48369768,-2.27669690,329
53.48457135,-2.24717973,698
53.48636678,-2.26440630,387
53.48668012,-2.25191029,450
53.49092938,-2.25268454,406
53.48791154,-2.29643184,340
53.48717758,-2.29370988,364
53.48399786,-2.29735228,264
53.49031878,-2.28457843,395
53.48446160,-2.28680077,286
53.48726607,-2.28445720,556
53.48091416,-2.36446779,285
53.47954595,-2.36667410,410
53.48214964,-2.36791606,260
53.47785708,-2.37926570,428
53.46901592,-2.39472223,232
53.48225982,-2.34278026,434
53.47787258,-2.35267255,367
53.47980434,-2.35587365,284
53.47936650,-2.34066003,329
53.47814663,-2.36389047,257
53.47516660,-2.36941391,374
53.48130495,-2.35888953,719
53.48373007,-2.35149402,393
53.47385605,-2.26567735,409
53.47078998,-2.29307138,958
53.47964599,-2.28442064,875
53.47230040,-2.26901514,237
53.46718473,-2.28166890,255
53.47852218,-2.28147778,455
53.47975035,-2.29370317,652
53.47728017,-2.27082047,355
53.46736059,-2.28740772,348
53.47381393,-2.28634220,1469
53.47912218,-2.28996427,252
53.47381471,-2.29023384,1866
53.47902495,-2.27766866,830
53.47288950,-2.28470916,874
53.46761511,-2.27656170,735
53.45237682,-2.41457108,406
53.44875091,-2.41467275,392
53.44919913,-2.41892803,374
53.46315384,-2.39487592,806
