code,name,easting,northing,latitude,longitude
E01004957,Bury 007D,382069,411070,53.59589,-2.2724
E01004954,Bury 007A,383000,411679,53.60139,-2.25836
E01004955,Bury 007B,382488,411479,53.59958,-2.26609
E01004958,Bury 008A,381506,411156,53.59664,-2.2809
E01004959,Bury 008B,381612,410875,53.59412,-2.27929
E01005576,Rochdale 011C,386863,412938,53.61283,-2.20004
E01005577,Rochdale 011D,387588,412938,53.61285,-2.18909
E01005574,Rochdale 007D,386552,413522,53.61807,-2.20476
E01005575,Rochdale 011B,386347,412604,53.60981,-2.20783
E01005572,Rochdale 007B,386480,414171,53.6239,-2.20589
E01005573,Rochdale 007C,386064,413954,53.62194,-2.21217
E01005570,Rochdale 007A,386209,414669,53.62837,-2.21001
E01005571,Rochdale 006D,385479,414626,53.62796,-2.22104
E01005578,Rochdale 004A,390900,414930,53.63082,-2.13909
E01005526,Rochdale 021C,386687,407487,53.56383,-2.20246
E01005527,Rochdale 022A,386248,407198,53.56121,-2.20908
E01005524,Rochdale 021A,386792,406469,53.55468,-2.20085
E01005525,Rochdale 021B,387168,407575,53.56463,-2.19521
E01005522,Rochdale 001C,393717,416505,53.64502,-2.09652
E01005523,Rochdale 001D,392995,416057,53.64098,-2.10742
E01005520,Rochdale 001B,393828,417115,53.6505,-2.09485
E01005521,Rochdale 003C,394102,416348,53.64361,-2.09069
E01005528,Rochdale 021D,386940,407099,53.56035,-2.19863
E01005529,Rochdale 022B,386434,406660,53.55638,-2.20626
E01005497,Rochdale 018A,385053,411334,53.59836,-2.22732
E01005496,Rochdale 009A,387926,414827,53.62983,-2.18404
E01005495,Rochdale 005F,389686,414775,53.6294,-2.15743
E01005494,Rochdale 005E,389232,414785,53.62948,-2.1643
E01005493,Rochdale 005D,388608,414939,53.63085,-2.17375
E01005492,Rochdale 006B,388353,415510,53.63598,-2.17762
E01005491,Rochdale 005C,388908,415367,53.6347,-2.16921
E01005490,Rochdale 005B,389812,415290,53.63403,-2.15554
E01005499,Rochdale 006C,385054,411768,53.60226,-2.22734
E01005498,Rochdale 020A,385898,411048,53.59582,-2.21454
E01005536,Rochdale 021E,387527,406802,53.55769,-2.18976
E01005587,Rochdale 007E,387054,414408,53.62604,-2.19721
E01005506,Rochdale 020D,385998,409883,53.58534,-2.21297
E01005586,Rochdale 004C,390963,415381,53.63488,-2.13814
E01005507,Rochdale 020E,386362,409764,53.58428,-2.20748
E01005504,Rochdale 018D,385324,410300,53.58907,-2.22318
E01005505,Rochdale 018E,384781,410372,53.5897,-2.23138
E01005502,Rochdale 018C,385782,410295,53.58904,-2.21626
E01005503,Rochdale 020C,385498,409740,53.58404,-2.22052
E01005581,Rochdale 008B,390755,414482,53.62679,-2.14126
E01005500,Rochdale 020B,386466,410978,53.5952,-2.20596
E01005580,Rochdale 008A,390148,414415,53.62617,-2.15044
E01005501,Rochdale 018B,385834,410752,53.59315,-2.21549
E01005508,Rochdale 020F,386202,409243,53.57959,-2.20988
E01005588,Rochdale 007F,387513,414170,53.62392,-2.19027
E01005509,Rochdale 018F,385019,410631,53.59204,-2.22781
E01005056,Bury 017C,381676,407089,53.5601,-2.2781
E01005057,Bury 017D,381946,407768,53.56621,-2.27406
E01005554,Rochdale 022F,385551,407358,53.56264,-2.21961
E01005552,Rochdale 022D,385215,406443,53.5544,-2.22464
E01005553,Rochdale 022E,386032,406397,53.55401,-2.21231
E01005551,Rochdale 022C,385882,407230,53.5615,-2.21461
E01005486,Rochdale 010F,389616,414261,53.62478,-2.15848
E01005481,Rochdale 017F,387739,411365,53.59871,-2.18674
E01005489,Rochdale 005A,389461,415328,53.63437,-2.16086
E01005488,Rochdale 006A,387536,414858,53.6301,-2.18995
E01005533,Rochdale 024A,387163,405511,53.54608,-2.1952
E01005539,Rochdale 024B,387203,406426,53.5543,-2.19464
E01004960,Bury 007E,381941,411770,53.60218,-2.27437
E01004969,Bury 022A,383536,405838,53.54891,-2.24995
E01005597,Rochdale 002C,391359,416876,53.64831,-2.13219
E01005516,Rochdale 003A,392936,415260,53.63381,-2.1083
E01005596,Rochdale 003D,392110,415536,53.63628,-2.12081
E01005517,Rochdale 003B,392967,414951,53.63104,-2.10782
E01005595,Rochdale 004E,391609,415572,53.6366,-2.12838
E01005514,Rochdale 019E,383241,410271,53.58875,-2.25464
E01005594,Rochdale 002B,391230,416230,53.64251,-2.13413
E01005515,Rochdale 019F,384282,410116,53.58739,-2.23892
E01005593,Rochdale 004D,391741,415919,53.63972,-2.12639
E01005512,Rochdale 019C,384253,410683,53.59249,-2.23937
E01005513,Rochdale 019D,383875,410432,53.59021,-2.24507
E01005510,Rochdale 019A,384435,411185,53.597,-2.23665
E01005511,Rochdale 019B,384176,411034,53.59564,-2.24056
E01005518,Rochdale 001A,394431,418277,53.66095,-2.08575
E01005598,Rochdale 002D,392774,416327,53.6434,-2.11078
E01005519,Rochdale 002A,393003,416989,53.64936,-2.10733
E01004946,Bury 021E,381929,406358,53.55354,-2.27424
E01004944,Bury 021D,381605,405710,53.5477,-2.2791
E01004945,Bury 017A,381604,406588,53.55559,-2.27915
E01004941,Bury 021A,381963,405867,53.54912,-2.27369
E01005546,Rochdale 024C,385578,405498,53.54592,-2.21911
E01005548,Rochdale 024E,386570,405975,53.55023,-2.20418
E01005686,Salford 006A,377543,402173,53.51575,-2.34014
E01005689,Salford 009B,377002,401964,53.51385,-2.34828
E01005688,Salford 006B,377383,402573,53.51933,-2.34258
E01004956,Bury 007C,381344,411869,53.60305,-2.2834
E01004952,Bury 010D,377943,410061,53.58666,-2.33466
E01004953,Bury 010E,378789,410789,53.59324,-2.32194
E01004951,Bury 010C,378488,410037,53.58647,-2.32643
E01005677,Salford 005D,377973,403165,53.52469,-2.33372
E01005670,Salford 005A,378173,402652,53.52008,-2.33067
E01005678,Salford 008C,378584,402943,53.52271,-2.32449
E01005679,Salford 008D,378819,402595,53.51959,-2.32092
E01005026,Bury 008F,381210,410341,53.58931,-2.28533
E01005027,Bury 011B,380252,410139,53.58746,-2.29979
E01005024,Bury 008E,381009,410449,53.59027,-2.28838
E01005025,Bury 011A,380091,409491,53.58163,-2.30219
E01005022,Bury 003B,379374,415041,53.63148,-2.31338
E01005023,Bury 002B,378541,414532,53.62688,-2.32594
E01005020,Bury 003A,379103,415661,53.63705,-2.31753
E01005021,Bury 001F,378104,415755,53.63785,-2.33264
E01005028,Bury 011C,381072,409803,53.58447,-2.28738
E01005029,Bury 011D,380683,409765,53.58411,-2.29325
E01005046,Bury 002C,378075,414462,53.62622,-2.33299
E01005007,Bury 019D,380442,406837,53.55779,-2.29671
E01005008,Bury 016D,378208,407238,53.5613,-2.33047
E01005009,Bury 016E,378750,407039,53.55953,-2.32227
E01004976,Bury 004A,380540,412659,53.61012,-2.29559
E01004977,Bury 004B,380838,412711,53.61059,-2.2911
E01004978,Bury 004C,380704,412127,53.60534,-2.29309
E01004979,Bury 008C,380766,411687,53.6014,-2.29212
E01005054,Bury 013B,381124,408169,53.56978,-2.2865
E01005055,Bury 017B,380992,407262,53.56163,-2.28843
E01005050,Bury 006C,378113,412370,53.60742,-2.33225
E01005058,Bury 017E,381228,406855,53.55797,-2.28485
E01004997,Bury 014A,378081,407792,53.56628,-2.33242
E01004996,Bury 016B,377784,407496,53.56361,-2.33688
E01004994,Bury 015D,378978,407559,53.56422,-2.31885
E01004993,Bury 015C,379886,408043,53.5686,-2.30518
E01004992,Bury 015B,379370,407974,53.56796,-2.31297
E01004999,Bury 014C,377911,408488,53.57253,-2.33504
E01005030,Bury 013A,380035,409132,53.5784,-2.303
E01004966,Bury 005C,379087,412569,53.60925,-2.31756
E01004967,Bury 005D,379779,412285,53.60673,-2.30708
E01004964,Bury 009D,379412,411330,53.59813,-2.31255
E01004965,Bury 005B,379235,413048,53.61357,-2.31535
E01004962,Bury 009C,379049,411583,53.60039,-2.31806
E01004963,Bury 006A,378648,411477,53.59942,-2.32411
E01004961,Bury 005A,379815,411724,53.60169,-2.30649
E01004968,Bury 006B,378920,412097,53.60501,-2.32005
E01004947,Bury 009A,379141,410691,53.59237,-2.31662
E01004942,Bury 021B,381069,405779,53.5483,-2.28718
E01004943,Bury 021C,381241,405358,53.54452,-2.28456
E01004949,Bury 010A,378145,410558,53.59114,-2.33164
E01004987,Bury 020C,380812,406710,53.55665,-2.29113
E01004986,Bury 020B,380709,405434,53.54518,-2.29259
E01004982,Bury 004E,380738,413557,53.6182,-2.29266
E01004981,Bury 004D,380569,413888,53.62117,-2.29524
E01004980,Bury 008D,380980,411731,53.6018,-2.2889
E01004989,Bury 019C,380198,406057,53.55076,-2.30035
E01005016,Bury 001C,378830,416728,53.64663,-2.32172
E01005017,Bury 001D,379045,416087,53.64087,-2.31843
E01005014,Bury 001A,379085,417085,53.64984,-2.3179
E01005015,Bury 001B,379763,417133,53.6503,-2.30763
E01005012,Bury 018C,379229,406245,53.55241,-2.31498
E01005013,Bury 018D,378729,406325,53.55312,-2.32253
E01005010,Bury 018B,378054,405920,53.54945,-2.3327
E01005011,Bury 019E,379967,406456,53.55434,-2.30386
E01005018,Bury 001E,378560,416259,53.64239,-2.32577
E01005019,Bury 002A,378287,415255,53.63336,-2.32983
E01005693,Salford 009D,376724,402488,53.51854,-2.35252
E01005692,Salford 006D,377765,402715,53.52063,-2.33683
E01005691,Salford 006C,376617,402707,53.5205,-2.35413
E01005060,Bury 013D,380599,408391,53.57176,-2.29443
E01005672,Salford 005B,377855,401828,53.51266,-2.3354
E01005059,Bury 013C,380872,409240,53.5794,-2.29036
E01004991,Bury 015A,379288,408294,53.57084,-2.31423
E01004948,Bury 009B,379014,410346,53.58927,-2.31851
E01004988,Bury 020D,380874,406300,53.55297,-2.29015
E01005687,Salford 009A,376738,401720,53.51164,-2.35225
E01005737,Salford 013F,373239,400919,53.50428,-2.40493
E01005733,Salford 019E,375292,399790,53.49526,-2.37678
E01005730,Salford 025B,375649,398297,53.48082,-2.36839
E01005738,Salford 014C,374943,400130,53.49727,-2.37918
E01005717,Salford 013B,373325,401641,53.51077,-2.4037
E01005714,Salford 007D,374491,402323,53.51696,-2.38618
E01005715,Salford 007E,373813,402020,53.5142,-2.39638
E01005712,Salford 007B,373883,402738,53.52066,-2.39537
E01005713,Salford 007C,373109,402091,53.5148,-2.40699
E01005710,Salford 004D,372667,402908,53.52212,-2.41373
E01005711,Salford 007A,374621,402835,53.52157,-2.38426
E01005718,Salford 007F,373384,402930,53.52236,-2.40292
E01005719,Salford 021C,378523,398873,53.48613,-2.32514
E01005674,Salford 012B,378566,401386,53.50872,-2.32466
E01005671,Salford 012A,378216,401710,53.51161,-2.32995
E01005627,Salford 015B,378705,399953,53.49584,-2.32247
E01005625,Salford 015A,378597,400432,53.50015,-2.32412
E01005599,Salford 026A,377189,398394,53.48177,-2.3452
E01005726,Salford 019B,375510,399386,53.49061,-2.37057
E01005727,Salford 019C,376075,399446,53.49168,-2.36052
E01005724,Salford 021G,378505,399495,53.49172,-2.32544
E01005725,Salford 019A,375831,399708,53.49352,-2.36577
E01005728,Salford 019D,375933,399022,53.48736,-2.36418
E01005742,Salford 014F,376328,401130,53.50632,-2.35839
E01005740,Salford 014D,375071,401711,53.51148,-2.37738
E01005741,Salford 014E,375800,401014,53.50525,-2.36633
E01005636,Salford 020F,377333,399344,53.49031,-2.3431
E01005637,Salford 020G,376618,399373,53.49055,-2.35388
E01005634,Salford 020D,376981,399720,53.49218,-2.35382
E01005635,Salford 020E,377996,399260,53.48959,-2.33311
E01005632,Salford 020B,377137,398832,53.48571,-2.34601
E01005633,Salford 020C,378168,399805,53.49449,-2.33054
E01005631,Salford 020A,377784,398864,53.48602,-2.33627
E01005638,Salford 027D,376580,398616,53.48374,-2.3544
E01005729,Salford 025A,375977,398450,53.48222,-2.36346
E01005697,Salford 014B,376789,400913,53.50439,-2.35142
E01005696,Salford 012D,377146,400614,53.50172,-2.34602
E01005695,Salford 014A,376601,400526,53.50091,-2.35422
E01005694,Salford 012C,377667,400695,53.50247,-2.33816
E01005690,Salford 009C,377258,401342,53.50826,-2.34438
E01005698,Salford 012E,377985,401080,53.50594,-2.33339
E01005701,Salford 015D,378657,400926,53.50459,-2.32326
E01005700,Salford 012F,377605,401128,53.50636,-2.33913
