code,name,easting,northing,latitude,longitude
E01004840,Bolton 012A,368269,410580,53.59083,-2.48085
E01004841,Bolton 012B,368562,410966,53.59432,-2.47647
E01004848,Bolton 016D,371481,408096,53.56869,-2.4321
E01004849,Bolton 021B,370781,408669,53.5738,-2.44272
E01006336,Wigan 027D,365384,401506,53.5091,-2.52342
E01006337,Wigan 027E,365813,401481,53.50889,-2.51695
E01006334,Wigan 030C,365612,400666,53.50156,-2.51989
E01006335,Wigan 034E,366767,399744,53.49335,-2.50239
E01006332,Wigan 031E,366524,400079,53.49634,-2.50608
E01006333,Wigan 030B,365915,400437,53.49952,-2.5153
E01006330,Wigan 031C,366233,400662,53.50156,-2.51052
E01006331,Wigan 031D,366745,400477,53.49993,-2.5028
E01006338,Wigan 030D,365673,401094,53.50541,-2.51902
E01006339,Wigan 039A,361845,398285,53.4799,-2.57639
E01006410,Wigan 020E,357376,402736,53.51956,-2.64433
E01006411,Wigan 015E,357102,404274,53.53336,-2.64868
E01006364,Wigan 018C,353369,404647,53.53639,-2.70505
E01006365,Wigan 018D,352963,404233,53.53263,-2.7111
E01006363,Wigan 018B,353682,405335,53.5426,-2.70043
E01006360,Wigan 010D,355379,405946,53.54824,-2.67491
E01006361,Wigan 010E,355958,406069,53.54939,-2.66618
E01006368,Wigan 018G,353348,402020,53.51278,-2.70497
E01006369,Wigan 008C,357469,406082,53.54963,-2.64339
E01006256,Wigan 005D,356590,406830,53.55629,-2.65676
E01006257,Wigan 008A,357275,406588,53.55417,-2.64639
E01006254,Wigan 005B,356794,407344,53.56093,-2.65374
E01006255,Wigan 005C,357399,407030,53.55816,-2.64457
E01006252,Wigan 034C,367138,400042,53.49604,-2.49682
E01006253,Wigan 005A,356361,407212,53.5597,-2.66026
E01006250,Wigan 029A,370216,400488,53.50024,-2.45047
E01006251,Wigan 029B,369531,399942,53.49529,-2.46074
E01006258,Wigan 008B,357053,406484,53.55322,-2.64972
E01006259,Wigan 003A,355795,407496,53.5622,-2.66885
E01004766,Bolton 005A,371192,411529,53.59953,-2.43678
E01004767,Bolton 005B,371743,411529,53.59956,-2.42845
E01004919,Bolton 012D,369150,410480,53.58999,-2.46753
E01004876,Bolton 033E,371797,405457,53.54499,-2.42709
E01004877,Bolton 025D,370894,406930,53.55817,-2.44085
E01004874,Bolton 033D,371331,405551,53.54581,-2.43412
E01004875,Bolton 029D,371824,405864,53.54865,-2.42671
E01004872,Bolton 029B,372561,405864,53.54869,-2.41559
E01004873,Bolton 029C,372387,406225,53.55192,-2.41825
E01004870,Bolton 015C,370465,409578,53.58196,-2.44758
E01004871,Bolton 015D,370486,408993,53.5767,-2.44721
E01004878,Bolton 023E,370639,407069,53.55941,-2.44471
E01004879,Bolton 025E,371386,406937,53.55827,-2.43342
E01005659,Salford 001A,371273,404367,53.53517,-2.43489
E01006326,Wigan 033D,365153,400250,53.49778,-2.52676
E01006327,Wigan 033E,363982,400121,53.49655,-2.5444
E01006324,Wigan 033B,364659,400384,53.49896,-2.53424
E01006322,Wigan 026D,363913,401938,53.51287,-2.54565
E01006323,Wigan 033A,364449,401042,53.50486,-2.53746
E01006320,Wigan 003F,353361,409762,53.58236,-2.70594
E01006321,Wigan 003G,352952,409304,53.57821,-2.71204
E01006328,Wigan 030A,365420,400086,53.49633,-2.52272
E01006329,Wigan 026E,362295,402105,53.51426,-2.57007
E01006216,Wigan 026C,361154,401159,53.50567,-2.58715
E01006297,Wigan 034D,366791,399130,53.48783,-2.50195
E01006296,Wigan 037A,365906,399405,53.49024,-2.51533
E01006214,Wigan 026B,360690,401805,53.51145,-2.59424
E01006295,Wigan 025C,368910,402226,53.51579,-2.47033
E01006215,Wigan 024B,359862,401709,53.51052,-2.60671
E01006294,Wigan 025B,369408,402090,53.51459,-2.46281
E01006212,Wigan 026A,360891,402096,53.51408,-2.59124
E01006293,Wigan 022D,368429,402224,53.51574,-2.47759
E01006213,Wigan 024A,360350,403258,53.52448,-2.59954
E01006292,Wigan 022C,368064,402842,53.52127,-2.48316
E01006291,Wigan 022B,367867,403376,53.52605,-2.48617
E01006290,Wigan 022A,368451,403648,53.52854,-2.4774
E01006218,Wigan 024D,360222,403010,53.52224,-2.60144
E01006299,Wigan 037C,365162,399236,53.48868,-2.52652
E01006219,Wigan 024E,360131,402271,53.5156,-2.60273
E01006298,Wigan 037B,365377,399635,53.49227,-2.52332
E01004940,Bolton 035E,365361,404815,53.53883,-2.52413
E01004836,Bolton 020B,368790,408131,53.56885,-2.47273
E01004837,Bolton 020C,368497,409123,53.57775,-2.47725
E01004834,Bolton 018A,369710,408003,53.56776,-2.45882
E01004835,Bolton 020A,368398,407972,53.5674,-2.47863
E01004832,Bolton 023C,370221,407101,53.55967,-2.45103
E01004830,Bolton 026A,369949,407224,53.56077,-2.45515
E01004831,Bolton 026B,369534,406938,53.55817,-2.46138
E01004838,Bolton 018B,369403,407900,53.56681,-2.46346
E01004839,Bolton 026D,369232,407539,53.56356,-2.46599
E01004900,Bolton 030D,369097,407082,53.55944,-2.46799
E01004901,Bolton 028E,365998,406578,53.55472,-2.51472
E01004866,Bolton 011E,370816,410250,53.58802,-2.44234
E01004867,Bolton 008B,370512,410670,53.59177,-2.44697
E01004864,Bolton 008A,370298,411031,53.59501,-2.45024
E01004865,Bolton 011D,370662,410940,53.59421,-2.44473
E01004868,Bolton 015A,370107,409672,53.58278,-2.453
E01004869,Bolton 015B,370363,410049,53.58619,-2.44916
E01004854,Bolton 023D,370774,407781,53.56582,-2.44274
E01004852,Bolton 025C,371068,407926,53.56714,-2.43831
E01004853,Bolton 021E,370539,408034,53.56808,-2.44632
E01004850,Bolton 021C,370334,408398,53.57134,-2.44945
E01004851,Bolton 021D,370789,408265,53.57017,-2.44257
E01006306,Wigan 009A,358833,405437,53.54395,-2.62272
E01006387,Wigan 009D,359065,406284,53.55158,-2.61932
E01006307,Wigan 009B,359601,405395,53.54363,-2.61113
E01006386,Wigan 009C,358760,405750,53.54676,-2.62385
E01006304,Wigan 040C,362817,397136,53.46964,-2.56161
E01006385,Wigan 029E,370058,401001,53.50484,-2.4529
E01006305,Wigan 012A,360588,405493,53.54459,-2.59624
E01006384,Wigan 028E,370324,401223,53.50685,-2.44891
E01006302,Wigan 040A,363711,397904,53.47661,-2.54822
E01006303,Wigan 040B,364174,397884,53.47645,-2.54125
E01006382,Wigan 028C,370222,401580,53.51006,-2.45049
E01006300,Wigan 037D,365585,398816,53.48493,-2.52009
E01006381,Wigan 028B,369424,401528,53.50954,-2.46251
E01006301,Wigan 037E,365185,398459,53.48169,-2.52609
E01006380,Wigan 029D,371233,401506,53.51048,-2.43298
E01006308,Wigan 012B,360069,405321,53.543,-2.60405
E01006389,Wigan 007C,359589,406174,53.55063,-2.6114
E01006309,Wigan 012C,359505,404753,53.53785,-2.61249
E01006388,Wigan 007B,360234,406862,53.55687,-2.60175
E01006266,Wigan 032C,356603,400656,53.5008,-2.6557
E01006267,Wigan 032D,356933,400377,53.49832,-2.65069
E01006264,Wigan 036D,356899,399522,53.49063,-2.65109
E01006265,Wigan 036E,357441,399390,53.48949,-2.64289
E01006262,Wigan 032A,357068,401495,53.50838,-2.64881
E01006263,Wigan 032B,357856,399992,53.49493,-2.63672
E01006260,Wigan 005E,357179,407495,53.56232,-2.64795
E01006261,Wigan 036C,357040,399894,53.49399,-2.649
E01006268,Wigan 032E,357364,400380,53.49838,-2.64418
E01006269,Wigan 013A,361446,404095,53.53209,-2.58313
E01006406,Wigan 020A,357415,403537,53.52676,-2.64385
E01006407,Wigan 020B,357690,403144,53.52325,-2.63966
E01006404,Wigan 015C,356593,403735,53.52847,-2.65628
E01006405,Wigan 015D,357542,404258,53.53324,-2.64203
E01006402,Wigan 021F,355613,403399,53.52537,-2.67101
E01006403,Wigan 021G,356452,403137,53.52309,-2.65832
E01006400,Wigan 021D,355996,403233,53.52391,-2.66522
E01006401,Wigan 021E,355132,403746,53.52844,-2.67832
E01006408,Wigan 020C,356978,403487,53.52627,-2.65044
E01006409,Wigan 020D,357132,403027,53.52216,-2.64805
E01004783,Bolton 009D,362159,410033,53.58551,-2.57308
E01004782,Bolton 009C,361521,410831,53.59263,-2.58282
E01004781,Bolton 007B,364829,410175,53.58697,-2.53276
E01004780,Bolton 009B,362316,410827,53.59265,-2.5708
E01033220,Bolton 016F,371545,409849,53.58445,-2.43129
E01006246,Wigan 034A,367523,399559,53.49173,-2.49097
E01006247,Wigan 034B,367062,399074,53.48734,-2.49786
E01006244,Wigan 023C,367422,403017,53.5228,-2.49286
E01006245,Wigan 023D,366554,402667,53.5196,-2.50591
E01006242,Wigan 023A,366990,403121,53.52371,-2.49937
E01006243,Wigan 023B,366182,402804,53.52081,-2.51153
E01006240,Wigan 017B,367471,404159,53.53307,-2.49224
E01006248,Wigan 031A,368100,401096,53.50558,-2.48243
E01006249,Wigan 031B,367913,400584,53.50097,-2.48519
E01004924,Bolton 008D,369715,411421,53.59848,-2.45909
E01004925,Bolton 008E,370057,410766,53.59261,-2.45385
E01004922,Bolton 015E,369845,410202,53.58753,-2.457
E01004923,Bolton 018E,369810,409624,53.58233,-2.45747
E01004920,Bolton 012E,368697,410527,53.59038,-2.47438
E01004921,Bolton 008C,369631,410474,53.58996,-2.46026
E01004816,Bolton 029A,372474,407076,53.55957,-2.41701
E01004897,Bolton 020E,367683,408581,53.57283,-2.4895
E01004817,Bolton 022E,372431,408572,53.57302,-2.41779
E01004896,Bolton 030B,368877,404556,53.53672,-2.47106
E01004815,Bolton 022D,372049,407305,53.56161,-2.42345
E01004894,Bolton 028C,365710,406199,53.55129,-2.51903
E01004812,Bolton 022B,372490,407528,53.56364,-2.41682
E01004893,Bolton 028B,366280,405837,53.54807,-2.51038
E01004892,Bolton 030A,368817,405562,53.54576,-2.47207
E01004891,Bolton 028A,366641,406160,53.551,-2.50496
E01004811,Bolton 022A,372036,407595,53.56422,-2.42368
E01004890,Bolton 004E,364109,411739,53.60098,-2.54382
E01004818,Bolton 017A,372506,409110,53.57786,-2.41671
E01004899,Bolton 030C,368158,406986,53.55852,-2.48216
E01005709,Salford 004C,372052,403026,53.52316,-2.42303
E01005664,Salford 001D,371628,404663,53.53785,-2.42957
E01005665,Salford 001E,372137,404693,53.53814,-2.42189
E01005662,Salford 004B,371355,403736,53.52949,-2.43361
E01005663,Salford 001C,372389,403318,53.52579,-2.41797
E01005660,Salford 001B,371999,404239,53.53405,-2.42393
E01005661,Salford 004A,371545,403358,53.5261,-2.43069
E01006376,Wigan 028A,369405,400757,53.50261,-2.46272
E01006377,Wigan 025D,370004,401939,53.51326,-2.45381
E01006374,Wigan 006D,358095,406977,53.55773,-2.63405
E01006375,Wigan 008E,358199,406475,53.55322,-2.63242
E01006372,Wigan 006B,357934,407850,53.56557,-2.6366
E01006373,Wigan 006C,357939,407175,53.5595,-2.63644
E01006370,Wigan 006A,358468,406511,53.55357,-2.62837
E01006371,Wigan 008D,357557,406505,53.55344,-2.64211
E01006378,Wigan 025E,370743,402163,53.51532,-2.44269
E01006379,Wigan 029C,371707,401301,53.51033,-2.43291
E01006226,Wigan 035E,358164,398714,53.48348,-2.6319
E01006227,Wigan 038A,359832,398402,53.4808,-2.60673
E01006224,Wigan 035D,358625,399248,53.48831,-2.62503
E01006225,Wigan 036B,357557,398752,53.48376,-2.64106
E01006222,Wigan 035C,358725,399654,53.49196,-2.62357
E01006223,Wigan 036A,358094,399131,53.48721,-2.63302
E01006221,Wigan 035B,358203,399628,53.49169,-2.63145
E01006228,Wigan 038B,360220,398233,53.4793,-2.60086
E01006229,Wigan 002A,356271,409867,53.58356,-2.66199
E01006396,Wigan 011B,354551,406041,53.54902,-2.68742
E01004887,Bolton 014D,365328,410534,53.59023,-2.52527
E01006366,Wigan 018E,352790,403431,53.52541,-2.7136
E01006367,Wigan 018F,352888,403216,53.52348,-2.71208
E01006362,Wigan 018A,353140,405106,53.54049,-2.70857
E01006344,Wigan 038D,361075,397877,53.47617,-2.58794
E01006325,Wigan 033C,364262,400116,53.49652,-2.54019
E01006217,Wigan 024C,359570,403788,53.52918,-2.61137
E01006383,Wigan 028D,369596,401130,53.50597,-2.45988
E01004833,Bolton 026C,369759,406703,53.55608,-2.45797
E01006241,Wigan 017C,367016,404149,53.53295,-2.49909
E01004895,Bolton 031B,365826,405275,53.54299,-2.51718
E01004813,Bolton 022C,371707,407256,53.56115,-2.4286
E01005704,Salford 002B,372297,404011,53.53202,-2.41941
E01006220,Wigan 035A,358974,400162,53.49655,-2.6199
E01006356,Wigan 011A,354945,405346,53.54282,-2.68137
E01006357,Wigan 010C,355355,405187,53.54141,-2.67516
E01006354,Wigan 014B,355765,404635,53.53649,-2.6689
E01006355,Wigan 014C,355804,404232,53.53287,-2.66825
E01006352,Wigan 015B,356639,404899,53.53894,-2.65574
E01006353,Wigan 014A,356161,404554,53.5358,-2.66291
E01006350,Wigan 010A,356133,405501,53.54431,-2.66346
E01006351,Wigan 010B,356088,405013,53.53991,-2.66407
E01006358,Wigan 014D,354899,404526,53.53544,-2.68194
E01006359,Wigan 014E,355381,404567,53.53584,-2.67468
E01006287,Wigan 017D,368286,404006,53.53175,-2.47992
E01006286,Wigan 016E,363001,403923,53.53065,-2.55963
E01006285,Wigan 019E,363483,403882,53.53032,-2.55236
E01006284,Wigan 027C,364438,401819,53.51184,-2.53772
E01006283,Wigan 027B,364603,401390,53.50799,-2.53518
E01006282,Wigan 027A,364954,402221,53.51549,-2.52998
E01006281,Wigan 019D,364532,403034,53.52277,-2.53645
E01006280,Wigan 019C,363146,403380,53.52579,-2.55739
E01006289,Wigan 017E,367834,403833,53.53016,-2.48673
E01006288,Wigan 025A,369016,402945,53.52226,-2.46881
E01005463,Oldham 035F,391167,404025,53.53281,-2.13473
E01005460,Oldham 035C,390940,404153,53.53395,-2.13816
E01005461,Oldham 035D,391949,404160,53.53403,-2.12294
E01005468,Rochdale 016E,390988,410391,53.59002,-2.13762
E01005469,Rochdale 012A,390651,411702,53.6018,-2.14275
E01005340,Oldham 010D,390593,406278,53.55305,-2.14346
E01005348,Oldham 014A,392432,405938,53.55002,-2.1157
E01005349,Oldham 016A,391943,405595,53.54693,-2.12306
E01005446,Oldham 003C,394548,409037,53.5779,-2.08381
E01005447,Oldham 003D,393764,408626,53.5742,-2.09565
E01005444,Oldham 002C,393903,409428,53.58141,-2.09356
E01005445,Oldham 002D,393940,409189,53.57925,-2.093
E01005442,Oldham 002B,394524,409789,53.58466,-2.08419
E01005443,Oldham 003B,394847,409479,53.58187,-2.0793
E01005441,Oldham 002A,394160,409964,53.58622,-2.08968
E01005448,Oldham 012A,394454,405500,53.54611,-2.08517
E01005449,Oldham 012B,394930,405661,53.54756,-2.07799
E01005326,Oldham 022B,393328,404365,53.53589,-2.10214
E01005321,Oldham 022A,393767,404031,53.53289,-2.09551
E01005328,Oldham 017B,390796,404835,53.54008,-2.14036
E01005579,Rochdale 004B,391344,414102,53.62338,-2.13235
E01005427,Oldham 022C,393376,404583,53.53785,-2.10142
E01005422,Oldham 011B,393946,406441,53.55456,-2.09285
E01005420,Oldham 021D,396218,404873,53.54048,-2.05853
E01005421,Oldham 011A,394295,406231,53.55268,-2.08758
E01005428,Oldham 019A,394195,404927,53.54095,-2.08906
E01005429,Oldham 022D,393661,404500,53.53711,-2.09712
E01005397,Oldham 009A,393244,407457,53.56369,-2.10347
E01005396,Oldham 004D,391166,408596,53.57389,-2.13488
E01005395,Oldham 004C,391642,408748,53.57526,-2.12769
E01005394,Oldham 004B,391237,409430,53.58139,-2.13383
E01005393,Oldham 008C,391300,407192,53.56127,-2.13281
E01005392,Oldham 008B,391715,407744,53.56624,-2.12657
E01005391,Oldham 008A,391180,407560,53.56458,-2.13463
E01005399,Oldham 005C,392828,407684,53.56572,-2.10976
E01005398,Oldham 009B,392191,407061,53.56011,-2.11935
E01005416,Oldham 013C,398565,407524,53.56432,-2.02314
E01005417,Oldham 013D,396117,405531,53.5464,-2.06008
E01005414,Oldham 006C,397500,410273,53.58903,-2.03924
E01005415,Oldham 006D,398534,408210,53.57049,-2.02361
E01005413,Oldham 021B,396622,404302,53.53536,-2.05243
E01005410,Oldham 006A,400300,407951,53.56817,-1.99695
E01005411,Oldham 006B,399707,406709,53.557,-2.00589
E01005419,Oldham 021C,395825,404641,53.5384,-2.06446
E01005537,Rochdale 023C,388448,406700,53.55679,-2.17585
E01005336,Oldham 015D,389735,406184,53.55219,-2.15641
E01005337,Oldham 010B,391177,406108,53.55153,-2.13465
E01005334,Oldham 017D,389961,405958,53.55016,-2.15299
E01005335,Oldham 010A,389310,406091,53.55134,-2.16281
E01005333,Oldham 015C,389184,405836,53.54904,-2.16472
E01032556,Oldham 026E,395155,404396,53.53619,-2.07457
E01032558,Oldham 007E,395159,407959,53.56822,-2.07456
E01032559,Oldham 007F,394739,407566,53.56468,-2.0809
E01005360,Oldham 001D,392618,409355,53.58073,-2.11297
E01005361,Oldham 003A,393247,409020,53.57773,-2.10347
E01033258,Rochdale 008G,390605,413951,53.62201,-2.14352
E01005585,Rochdale 008F,390901,413566,53.61855,-2.13903
E01005583,Rochdale 008D,390306,413783,53.6205,-2.14804
E01005589,Rochdale 009B,388397,414148,53.62374,-2.1769
E01005466,Rochdale 016C,389792,410869,53.5943,-2.15571
E01005467,Rochdale 016D,390166,410682,53.59262,-2.15005
E01005464,Rochdale 016A,389786,411408,53.59914,-2.15581
E01005465,Rochdale 016B,390579,411170,53.59702,-2.14382
E01005387,Oldham 018A,395501,405635,53.54733,-2.06937
E01005389,Oldham 018C,395546,404113,53.53365,-2.06867
E01005388,Oldham 018B,395532,405159,53.54305,-2.0689
E01005556,Rochdale 013A,392650,412680,53.61062,-2.11257
E01005557,Rochdale 014B,393335,412876,53.61239,-2.10222
E01005555,Rochdale 014A,392786,413160,53.61494,-2.11053
E01005558,Rochdale 014C,393093,412555,53.6095,-2.10586
E01005559,Rochdale 013B,392235,412795,53.61164,-2.11884
E01005406,Oldham 021A,397628,404557,53.53765,-2.03726
E01005487,Rochdale 010G,388971,413891,53.62144,-2.16822
E01005407,Oldham 013A,398405,404429,53.53651,-2.02554
E01005484,Rochdale 010E,389286,412661,53.61039,-2.16341
E01005402,Oldham 009D,392258,406640,53.55633,-2.11834
E01005483,Rochdale 010D,389202,413672,53.61948,-2.16471
E01005403,Oldham 005D,392058,408221,53.57053,-2.1214
E01005482,Rochdale 010C,389432,413593,53.61877,-2.16124
E01005400,Oldham 009C,392295,407517,53.5642,-2.1178
E01005480,Rochdale 017E,388160,411546,53.60034,-2.18038
E01005408,Oldham 020C,399486,404158,53.53407,-2.00922
E01005409,Oldham 020D,399983,404265,53.53503,-2.00173
E01005534,Rochdale 023A,388196,405483,53.54585,-2.17961
E01005538,Rochdale 023D,387919,406666,53.55647,-2.18383
E01005592,Rochdale 009E,388133,413400,53.61701,-2.18086
E01005591,Rochdale 009D,387931,414046,53.62281,-2.18394
E01005590,Rochdale 009C,388810,413536,53.61825,-2.17063
E01005476,Rochdale 017A,387933,410592,53.59177,-2.18378
E01005477,Rochdale 017B,388221,410620,53.59202,-2.17943
E01005474,Rochdale 011A,388102,411975,53.6042,-2.18128
E01005475,Rochdale 015C,389793,411990,53.60437,-2.15572
E01005472,Rochdale 010A,388624,412169,53.60596,-2.17339
E01005473,Rochdale 010B,389059,412076,53.60513,-2.16681
E01005470,Rochdale 015A,389844,412259,53.60678,-2.15496
E01005471,Rochdale 015B,389358,412008,53.60452,-2.16231
E01005478,Rochdale 017C,388739,410414,53.59018,-2.1716
E01005479,Rochdale 017D,388645,409521,53.58215,-2.17297
E01005434,Oldham 024B,392651,403916,53.53185,-2.11234
E01005432,Oldham 014C,393084,405997,53.55056,-2.10586
E01005433,Oldham 014D,392760,405540,53.54645,-2.11074
E01005430,Oldham 022E,394078,404488,53.53701,-2.09082
E01005431,Oldham 019B,394425,404484,53.53698,-2.08559
E01005390,Oldham 004A,391451,408160,53.56997,-2.13056
E01005412,Oldham 013B,399050,406428,53.55448,-2.01581
E01005418,Oldham 018D,395899,405127,53.54277,-2.06335
E01005356,Oldham 005B,393127,408105,53.56951,-2.10525
E01005357,Oldham 001A,393144,410028,53.58679,-2.10504
E01005354,Oldham 016E,391794,406032,53.55085,-2.12533
E01005355,Oldham 005A,393420,408443,53.57255,-2.10083
E01005352,Oldham 016C,391308,405329,53.54452,-2.13264
E01005353,Oldham 016D,391718,404977,53.54137,-2.12644
E01005350,Oldham 014B,392330,405489,53.54598,-2.11722
E01005351,Oldham 016B,391385,405752,53.54833,-2.13149
E01005358,Oldham 001B,393484,409577,53.58274,-2.09989
E01005359,Oldham 001C,392675,409701,53.58385,-2.11212
E01005566,Rochdale 012D,391417,413376,53.61685,-2.13122
E01005567,Rochdale 013D,391912,413073,53.61414,-2.12373
E01005564,Rochdale 015E,390122,412358,53.60769,-2.15077
E01005565,Rochdale 012C,391076,411707,53.60185,-2.13632
E01005562,Rochdale 014E,393445,411445,53.59953,-2.10052
E01005563,Rochdale 012B,390646,412240,53.60664,-2.14284
E01005560,Rochdale 013C,392807,412020,53.60469,-2.11018
E01005561,Rochdale 014D,394173,411713,53.60195,-2.08953
E01005568,Rochdale 012E,390684,412795,53.61163,-2.14228
E01005569,Rochdale 012F,391102,412911,53.61267,-2.13596
E01032922,Oldham 020E,399978,405547,53.54656,-2.00181
E01032920,Oldham 011E,393686,406051,53.55105,-2.09676
E01032921,Oldham 035G,391507,404326,53.53583,-2.12997
E01005456,Oldham 012E,394577,405860,53.54934,-2.08332
E01005454,Oldham 012C,394985,406268,53.55301,-2.07716
E01005455,Oldham 012D,394660,406369,53.55392,-2.08208
E01005452,Oldham 007C,395657,407735,53.56621,-2.06704
E01005453,Oldham 007D,395108,407162,53.56106,-2.07532
E01005450,Oldham 019C,394340,405167,53.54311,-2.08688
E01005451,Oldham 019D,394594,404829,53.54008,-2.08304
E01005459,Oldham 024D,392079,404408,53.53626,-2.12098
E01005331,Oldham 017C,390555,404538,53.53741,-2.14397
E01005338,Oldham 017E,390892,405693,53.54779,-2.13893
E01005339,Oldham 010C,390343,406597,53.5559,-2.14724
E01005542,Rochdale 023G,388479,405731,53.54808,-2.17534
E01005543,Rochdale 021F,388169,407237,53.56162,-2.18008
E01005540,Rochdale 023E,388218,406032,53.55078,-2.17931
E01005541,Rochdale 023F,387855,406165,53.55197,-2.18478
E01005485,Rochdale 015D,389585,412600,53.60985,-2.15888
E01005401,Oldham 008D,391624,406790,53.55766,-2.12792
E01004797,Bolton 013E,374004,409782,53.58398,-2.39414
E01004796,Bolton 019A,374213,409372,53.5803,-2.39095
E01004795,Bolton 013D,374828,409857,53.58469,-2.38171
E01004794,Bolton 013C,373882,410551,53.59088,-2.39605
E01004793,Bolton 013B,374267,410092,53.58677,-2.3902
E01004792,Bolton 006F,374992,411440,53.59892,-2.37935
E01004791,Bolton 006E,374326,411919,53.6032,-2.38945
E01004790,Bolton 002B,373334,412212,53.60578,-2.40446
E01004799,Bolton 019C,374995,409000,53.57699,-2.37912
E01004798,Bolton 019B,374625,409087,53.57776,-2.3847
E01004950,Bury 010B,377685,410835,53.59361,-2.33862
E01004806,Bolton 002D,372791,413159,53.61427,-2.41275
E01004807,Bolton 001D,371918,413810,53.62008,-2.42602
E01004804,Bolton 001C,371225,414564,53.62681,-2.43655
E01004805,Bolton 002C,372597,413781,53.61985,-2.41575
E01004802,Bolton 010A,372693,411537,53.59968,-2.41409
E01004803,Bolton 001B,370864,414991,53.63063,-2.44206
E01004800,Bolton 019D,375090,408551,53.57296,-2.37764
E01004801,Bolton 019E,374126,408773,53.57491,-2.39222
E01004808,Bolton 001E,371565,413804,53.62,-2.43135
E01004809,Bolton 003E,372126,413397,53.61637,-2.42284
E01004771,Bolton 003C,371348,412683,53.60991,-2.43453
E01004932,Bolton 017F,373228,409348,53.58003,-2.40583
E01004930,Bolton 017D,373323,410002,53.58591,-2.40445
E01004931,Bolton 017E,373206,409629,53.58256,-2.40618
E01005676,Salford 005C,376922,403885,53.53111,-2.34962
E01005047,Bury 003C,376397,413985,53.62187,-2.35831
E01005048,Bury 002D,377706,414761,53.6289,-2.33859
E01005049,Bury 003D,377672,413453,53.61714,-2.339
E01004768,Bolton 001A,370942,413036,53.61306,-2.44069
E01004769,Bolton 003A,371914,412835,53.61131,-2.42599
E01005006,Bury 012D,376990,410063,53.58664,-2.34906
E01005004,Bury 016C,377210,407956,53.56772,-2.34558
E01005005,Bury 012C,376285,410089,53.58685,-2.35972
E01005002,Bury 014D,376989,408136,53.56932,-2.34894
E01005003,Bury 014E,377738,408132,53.56932,-2.33762
E01005000,Bury 012A,376349,408315,53.5709,-2.35861
E01005001,Bury 012B,375944,408213,53.56997,-2.36471
E01005052,Bury 006D,377533,412471,53.60831,-2.34104
E01005053,Bury 006E,377649,411920,53.60336,-2.33923
E01005051,Bury 003E,377694,412833,53.61156,-2.33862
E01004916,Bolton 024F,375857,406982,53.5589,-2.36593
E01004917,Bolton 019F,374080,408144,53.56926,-2.39286
E01004914,Bolton 024D,376265,407220,53.56106,-2.35979
E01004995,Bury 018A,377028,407287,53.5617,-2.34827
E01004915,Bolton 024E,375319,406838,53.55758,-2.37405
E01004912,Bolton 024B,374916,407266,53.56141,-2.38016
E01004913,Bolton 024C,375760,407552,53.56402,-2.36745
E01004910,Bolton 034G,375520,405728,53.54761,-2.37092
E01004911,Bolton 024A,375304,407593,53.56436,-2.37434
E01004990,Bury 016A,377237,407425,53.56294,-2.34513
E01004918,Bolton 024G,375466,408032,53.56832,-2.37191
E01004998,Bury 014B,377487,408535,53.57293,-2.34144
E01004906,Bolton 032E,374373,405535,53.54582,-2.38822
E01004907,Bolton 034D,374725,404545,53.53694,-2.38283
E01004904,Bolton 034B,376096,405096,53.54196,-2.36218
E01004905,Bolton 034C,374856,405251,53.54329,-2.38091
E01004902,Bolton 032D,373908,405336,53.54401,-2.39521
E01004903,Bolton 034A,375744,405196,53.54284,-2.36751
E01004908,Bolton 034E,375907,404288,53.53469,-2.36497
E01004909,Bolton 034F,375084,404669,53.53807,-2.37742
E01004862,Bolton 033B,372991,405374,53.5443,-2.40906
E01004863,Bolton 033C,373232,404956,53.54056,-2.40538
E01004860,Bolton 032C,373420,405473,53.54522,-2.4026
E01004861,Bolton 033A,372617,405264,53.5433,-2.4147
E01004856,Bolton 027C,372912,406565,53.55501,-2.41036
E01004857,Bolton 027D,373620,406460,53.5541,-2.39965
E01004855,Bolton 027B,374120,406146,53.5513,-2.39208
E01004858,Bolton 032A,373120,405899,53.54903,-2.40717
E01004787,Bolton 013A,374565,410387,53.58944,-2.38572
E01004786,Bolton 006C,374071,411450,53.59897,-2.39328
E01004785,Bolton 006B,374350,410908,53.59411,-2.38901
E01004784,Bolton 006A,374488,411217,53.59689,-2.38695
E01004789,Bolton 006D,374155,412604,53.60935,-2.3921
E01004788,Bolton 002A,373760,412605,53.60934,-2.39807
E01004926,Bolton 010B,373041,410621,53.59147,-2.40876
E01004927,Bolton 010C,372676,410191,53.58759,-2.41424
E01004928,Bolton 017C,373016,410243,53.58807,-2.40911
E01004929,Bolton 010D,372834,410934,53.59427,-2.41191
E01004814,Bolton 027A,373337,406897,53.55801,-2.40397
E01004810,Bolton 002E,373008,412278,53.60636,-2.4094
E01004819,Bolton 017B,372877,408586,53.57317,-2.41106
E01005706,Salford 002C,372820,403679,53.52906,-2.41149
E01005707,Salford 003C,374055,403537,53.52784,-2.39285
E01005705,Salford 003B,374278,403133,53.52423,-2.38945
E01005702,Salford 003A,373357,404161,53.53342,-2.40344
E01005703,Salford 002A,372695,404136,53.53316,-2.41342
E01005708,Salford 002D,373344,403506,53.52754,-2.40357
E01004859,Bolton 032B,374061,405865,53.54877,-2.39295
